,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3623.063000079553
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1073.4685039254346
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8570.640280330357
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1156.8382514389198
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13781.411895146652
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,359.4995227251494
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2355.320915563003
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,820.3453123069867
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,16907.23042203106
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,2209.037652614896
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,5299.657424679143
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7860.44108618346
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,510.7055995829991
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,10501.88362531384
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,518.8910461110531
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7497.38781284401
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,11548.413385193924
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,9722.266229021618
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,514.7849696054401
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,592.0817541182212
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4425.789407744796
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,813.4629208627575
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6378.293675251195
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,11994.288361417428
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,17482.337231321988
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,13134.367601188987
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7206.249636030021
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1133.357919181128
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,965.8872190716169
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6145.214574193773
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1723.37543734823
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,832.3507727558208
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3502.1622663238873
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,9097.07127512429
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,7555.930458721496
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,935.7483060887815
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,16297.63209936825
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,454.0089068116422
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,900.0600435656893
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,636.1279685537446
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,15351.906788288623
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,271.7003763260331
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3362.308138684661
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1798.445946361988
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,11094.9755766738
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,15148.254296591713
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1255.1346691881602
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7486.267237536934
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14200.459205334775
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,896.918255075545
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,577.4623215242937
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,955.4297182647372
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1370.5737035765799
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,4699.179607832198
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4259.838817170148
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,6053.061657558114
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,3197.5750950209576
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1619.4608381152366
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,5707.797861250607
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1468.6283209003263
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7758.180011127647
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1209.5092957006495
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,4897.708763184563
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11725.324913169903
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,10475.236154811675
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,4575.085566920149
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,955.1813923868332
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,8122.885182275211
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,10812.542064339752
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1792.4061623622583
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,3800.984817466682
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,3511.515171522085
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1621.7043119477753
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,569.9939269581341
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,813.6684006513053
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4196.052251177822
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,499.9264622374746
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,23176.551880032897
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,979.8386426909434
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2100.011175355326
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,616.7211544954047
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,7453.141523315269
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4714.954001488216
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,944.9762145954485
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,3812.0411872198015
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2086.360195735691
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5139.971717881689
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2736.4064695200345
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2802.9856219548687
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1418.1258646701249
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1383.8681902444696
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5290.7207157390985
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,5845.806751898935
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,6441.578973375382
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1203.3134708102414
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2204.7818798221197
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4726.776262439838
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,1182.762161245283
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,3984.9118409733383
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,522.5115320549335
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,1277.8397649358112
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,4793.080328075079
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5168.139419220307
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1323.5140307258139
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,14857.877034324174
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,1096.350761330811
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,752.3892683047487
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,631.7290680888484
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1750.8475999014597
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,4597.087717363951
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,691.0381344177697
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,602.7676606596842
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,5727.699611347185
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1572.7481724334798
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,4937.790120924027
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,5799.8249612505815
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,478.4455103589895
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,4723.247282893484
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,1642.4721483456651
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1782.2863310269538
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5395.579088290352
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,798.6685285104822
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,3214.2372695576682
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,10055.374277462506
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,608.213651845809
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2049.6758102493686
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,577.4735589762859
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4260.627412183679
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2656.7738884670794
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,561.6942019440424
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,15136.55551555008
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,2854.5832522003707
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,558.7831626825597
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1742.2621167768878
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,2397.324625311189
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1618.3045684660672
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,516.3506458462984
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,808.5950066973733
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,3777.8202276716906
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4728.928370850753
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3838.7710115354607
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1062.8611516797087
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,434.90739055157314
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,619.3521136994037
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,4343.819654116259
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3279.4801997597933
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,893.7330975343848
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1278.1420248934771
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2439.895888905235
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1875.6229778088957
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,689.8098387635373
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,17539.871755433112
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,692.157324760279
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2342.4732632554487
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1078.3089051121965
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5698.893009930143
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,796.3765828152489
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3781.472418611916
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,5889.054978607694
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6386.007708466502
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2288.1827890552886
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,3679.768929428871
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,4070.11293797602
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,977.0812513032785
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1243.688673214364
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,1039.672164118505
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,745.5094815573817
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7487.655016035547
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,3919.422172625065
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1237.8238680294353
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,603.6787572241102
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,7786.709071350682
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,876.9984000068089
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,682.2153293096858
1858,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,788.493251723123
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,550.4426638052561
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,13565.959182148621
1861,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,1660.7148545806872
1862,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,860.8557043823103
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1284.9194215825107
1864,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,11985.094190947031
1865,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,741.7426369968871
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5354.804123943723
1867,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,2590.653283254615
1868,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,671.5816248179915
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4543.84608359997
1870,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,502.9415060383351
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,669.8514678151894
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,409.81559496132286
1873,1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,5994.832975059818
1874,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,6288.719717649264
1875,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,3652.984420869664
1876,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,684.3046527830899
1877,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3236.628932340396
1878,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,2820.6214676184227
1879,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,1598.173702301249
1880,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,1539.9149564590953
1881,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,919.8875454296747
1882,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,6974.013640225578
1883,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,1103.0841137924774
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,11843.892333200392
1885,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,1079.6004256451588
1886,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,7124.889615665633
1887,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,656.0452638248669
1888,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,566.4287633962601
1889,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3266.1359483262545
1890,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,16226.239087512482
1891,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,1421.9594905901968
1892,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,3015.3265066202957
1893,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,946.1725223405072
1894,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,571.6519541246258
1895,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,3072.7860689947997
1896,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,762.8214597320318
1897,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,5053.007887097706
1898,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1172.1520216505057
1899,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,3756.279939233569
1900,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,1838.1231876437505
1901,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1081.2965418773892
1902,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,3979.6090774257123
1903,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,1522.1263827600735
1904,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,1781.5031323622266
1905,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2616.4241714525815
1906,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,4948.976254121258
1907,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,1555.0787772390104
1908,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,6649.742650157832
1909,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,1805.4092692040283
1910,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,849.2328723772017
1911,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,3051.7572306157167
1912,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,962.6652073805169
1913,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,492.75660448709056
1914,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,2981.6360743554696
1915,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,5809.862681320373
1916,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,585.4948407806689
1917,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,6540.744819788075
1918,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4509.721158461926
1919,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,827.8505197872666
1920,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,6183.307109648341
1921,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,6073.296445385907
1922,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,5515.108779939768
1923,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,12318.035581913637
1924,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,2553.5378334597003
1925,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,2977.9866226800264
1926,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,18734.429013838802
1927,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,1134.0837235122588
1928,0.28,Very Good,E,VS1,59.0,60.0,4.26,4.32,2.53,580.2776437260878
1929,0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,937.5381848522593
1930,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,794.3255612223882
1931,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,820.322747926752
1932,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,2825.887116683078
1933,0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,2008.0123569262857
1934,1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,6347.683674931192
1935,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,2047.2626093316665
1936,0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,893.054869937494
1937,0.7,Ideal,G,VS1,62.7,57.0,5.66,5.7,3.56,3061.908249034426
1938,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,3188.088343090504
1939,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,758.1188667727816
1940,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,2638.456428981638
1941,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3224.66624814769
1942,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,401.48304107100876
1943,0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,1232.9170358408753
1944,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,4639.141261741563
1945,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,771.9266779606778
1946,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,2702.3825569819523
1947,0.31,Ideal,H,VVS2,62.2,55.0,4.35,4.36,2.71,670.2374461769436
1948,1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,4540.375646997313
1949,1.01,Very Good,F,VVS2,59.8,58.0,6.47,6.55,3.89,6703.3141187230985
1950,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,2881.4890429211114
1951,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,1856.200542004806
1952,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,2738.5641424982314
1953,0.51,Ideal,G,VS2,61.7,57.0,5.12,5.15,3.17,1512.9801967478604
1954,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9312.599897505246
1955,1.5,Premium,F,VS2,61.3,61.0,7.36,7.33,4.5,12129.927185384076
1956,1.03,Ideal,F,SI1,62.6,57.0,6.42,6.46,4.03,5247.2930425105615
1957,1.51,Premium,G,SI1,61.3,61.0,7.41,7.34,4.52,10142.675528611226
1958,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,1494.5802348106304
1959,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,4767.900384228523
1960,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,7011.570827129199
1961,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5411.2102915531395
1962,2.0,Ideal,H,SI2,59.7,57.0,8.29,8.22,4.93,13486.93796139264
1963,0.44,Premium,I,VVS1,60.8,57.0,4.93,4.88,2.98,1227.3554716269625
1964,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,827.9961796784879
1965,0.8,Very Good,F,SI1,63.9,56.0,5.84,5.87,3.74,3099.3534618134786
1966,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,4402.825571826129
1967,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,806.5906635552024
1968,0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,1072.0288751645367
1969,1.01,Very Good,H,SI1,60.2,60.0,6.5,6.48,3.91,4243.611188826712
1970,1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,9055.2853120139
1971,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,500.53110908464924
1972,1.01,Very Good,D,SI1,62.8,60.0,6.36,6.42,4.01,5299.028571368199
1973,0.38,Ideal,F,VS2,61.3,57.0,4.65,4.68,2.86,922.654540515708
1974,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,8315.851101061777
1975,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,3382.3410691436575
1976,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,449.4101190661415
1977,0.36,Ideal,F,SI2,61.2,56.0,4.61,4.64,2.83,604.6461928019474
1978,0.72,Very Good,H,VVS2,60.3,56.0,5.81,5.83,3.51,3119.546446719212
1979,0.31,Ideal,G,VVS1,60.6,57.0,4.4,4.38,2.66,785.5707102960245
1980,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,1293.7535819683558
1981,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,5668.047209594515
1982,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,1539.2642116256313
1983,0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66,696.9074874427962
1984,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,458.5632969504736
1985,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,458.68868446059963
1986,1.05,Very Good,G,VS2,62.8,58.0,6.44,6.48,4.06,5605.59420577524
