,carat,cut,color,clarity,depth,table,x,y,z,clarity_mod,color_mod,cut_mod,price_predicted
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,3,1,2,6848.553196917762
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,4,2,3,2291.724454867183
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,2,5,3,550.0484923240128
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,2,3,2,4005.0027239349756
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,2,5,2,-298.5180653746238
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,4,3,3,7660.118259519157
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,4,3,4,10687.152483712345
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,1,6,1,2988.898773045157
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,4,4,2,232.31033093832366
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,2,2,4,14057.02481473562
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,4,5,4,1171.4367592193594
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,3,5,4,374.5152863960179
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,3,5,4,617.6182128365781
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2,6,2,3125.157902648412
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,5,2,4,985.4481102598675
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,3,2,3,9979.736260336116
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,1,1,4,4415.408938248129
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,4,4,1,-30.830658870681873
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,2,5,2,398.5832039589941
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,2,6,2,4915.306651989081
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,1,2,3,7430.331458105026
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,3,3,2,-410.4101617881006
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,1,1,3,3863.1332200717693
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2,1,4,2909.2632277150697
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,1,4,3,4843.098455309406
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3,1,3,3862.3101907611
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,3,6,2,1316.5812036268508
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,3,1,0,8987.867290596769
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,7,1,4,1975.339406468297
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,3,2,3,11686.366318518487
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,5,0,2,-540.237903726711
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2,3,3,2217.32952989374
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,5,4,4,1316.7255155315956
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,2,2,4,14448.826211638681
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,3,0,3,2344.4858252076447
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,1,2,1,6419.832547929844
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,3,3,4,7438.830199509665
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,6,5,2,1233.9731352407216
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,2,1,4,10805.511854424683
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,3,1,4,-708.164261804166
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,1,2,3,8575.143270448976
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,5,3,4,9750.683631569433
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,5,3,4,8654.050486788869
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,2,4,4,-420.4398237679934
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,3,2,4,-423.7096780364727
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,1,3,2,5105.053008052237
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,5,3,4,1071.8620059970208
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,2,2,3,6742.780981520934
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,1,1,4,13289.131233345555
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,4,2,0,14459.745382078136
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,3,3,4,11046.155810455395
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,3,1,3,7384.986141775446
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1,3,4,383.4392175376547
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,4,2,3,502.13985550891994
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,4,3,3,5996.3250730439995
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,3,5,2,1947.7800448097178
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,2,3,2,-239.22427985913964
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,1,5,4,4335.286671707092
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,6,5,2,8456.250241369413
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,4,6,3,7158.537577993832
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,3,0,1,23.73837603757329
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,2,3,2,14223.832547476364
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,5,6,2,1027.2221391588027
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,2,5,4,632.0879415588788
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,6,5,2,1445.274062666288
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,1,5,2,14528.547224966225
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,3,4,3,-712.3835752693758
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3,0,1,4036.5298418847724
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,4,5,2,2394.918233389517
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,5,4,2,9466.331618162962
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,1,3,3,14395.03544472883
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,2,1,2,431.5249451528257
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,4,3,2,7245.419130851373
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,3,0,4,14141.942782475739
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,2,4,2,42.602766371097914
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,2,6,4,230.80696880478445
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,3,3,4,550.8706598645126
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,2,1,2,491.7114921141683
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,2,2,4,5185.708207771238
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,1,3,2,5076.677037302511
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,1,0,1,8659.201434424005
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,4,4,3,3600.53366235673
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,3,5,3,1740.1343221145758
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,1,3,2,6453.30453110477
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,4,1,3,1173.660733962146
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,4,2,4,7503.015171011622
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,2,3,3,488.44047418284254
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,1,2,3,5847.185294240751
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,2,3,4,10632.200499502167
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,3,2,3,9798.651987320174
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,2,0,4,5811.871535342961
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,1,5,4,590.6453372709148
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,2,4,4,7870.532780819745
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,2,4,4,10046.531782893395
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,3,6,4,2348.9896739122314
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,2,1,4,4630.547293793383
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,2,3,1,3626.5287542967517
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,3,4,4,1694.0597651076214
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,4,2,3,-201.409804497378
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,7,4,3,2031.5162378079822
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,2,4,4,4506.417384863107
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,6,6,2,1491.8374089632362
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,0,4,3,23408.145608829043
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,3,5,2,848.6540685159789
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,3,5,4,2496.572149191998
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,7,3,2,1394.755410982255
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,7,3,3,7248.911183550735
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,2,4,2,5029.806969692093
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,3,4,4,677.4363608122858
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,2,1,4,4260.152026953914
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,5,6,4,3355.1203872221813
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,2,4,3,5310.450500755783
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2,5,1,2881.7742479520866
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,4,1,2,2809.920377861132
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1,5,2,1278.2692587393744
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,2,4,2,948.302011410357
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,2,5,3,5624.904168897319
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,3,2,4,5914.648480117628
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,4,5,2,6421.885228374496
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,4,4,4,1367.2634918154977
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2,1,3,2172.6854548491883
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,5,2,2,4983.3872280581745
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,2,1,2,211.90524765518148
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,6,5,3,4860.524661644158
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,2,4,4,-345.1930720364717
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,6,5,4,2488.7765256958664
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,3,2,2,5006.743467555106
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,3,6,4,5530.1411805641565
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,2,5,1,905.1776491859209
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,1,4,2,13990.06610674367
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,6,5,4,2293.265989203189
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,3,4,4,395.40113673454243
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,3,5,4,457.26900973392503
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,4,3,4,2016.0318935108944
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,2,4,1,4744.958173996552
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,2,4,4,3.7117790902075285
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,7,0,4,969.7047971988341
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,2,1,4,6303.891393010248
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,3,5,2,1574.8475216734587
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,1,4,3,5549.1210139171035
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,3,4,3,5710.74229844408
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,1,5,4,-427.88503317232335
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,1,3,2,5583.443829812217
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,6,3,4,2496.0905552773584
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,3,6,4,2329.1238456431465
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,1,4,3,6050.330999203104
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,2,6,4,622.4203136016777
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,4,6,3,3868.281069140806
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,1,6,2,10350.297324423389
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,3,5,3,265.61593412597813
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,1,4,3,2047.3140310134404
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,4,3,1,-151.62425382114088
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,2,6,2,4789.630497614933
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2,5,3,2959.2889409059667
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,2,6,3,108.14232778862151
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,7,3,1,11398.248822454272
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,2,1,2,3099.4300860836893
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,2,6,3,14.970374186425033
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,2,3,4,1519.5263802655513
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,1,6,0,2827.481229098369
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1,6,4,1841.8762668816917
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,5,6,1,940.8925519977602
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,6,2,4,1154.5133208660263
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,5,2,4,4272.8183163732965
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,1,5,1,5666.79732722054
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4,1,2,4226.010326911318
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,7,3,4,2119.4893508671476
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,5,5,2,694.1928428210322
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,3,3,3,-313.80720603645204
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,2,3,4,4619.089600201469
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,4,4,2,3571.158263130358
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,2,6,1,566.7361098792462
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,2,3,3,689.6660204062919
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,1,5,1,2798.7506006723233
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,5,3,4,2313.543661059575
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,5,3,4,741.0644471253026
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,0,3,3,19839.71350987706
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,4,3,3,396.8617153091436
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,4,4,4,2738.847569023786
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,2,6,1,941.4044426181772
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5,2,2,6015.95325703176
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,4,1,4,246.52543685855426
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,4,5,2,4277.353659498115
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,1,1,0,7771.352864848293
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,4,3,3,6355.099366735317
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,3,6,2,2770.5900961983325
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,1,2,2,4316.023371417676
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,2,2,0,4232.437835223665
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,3,2,4,361.7386524284784
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,5,2,4,1400.8771737165566
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,6,5,4,2262.1053102536252
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,3,4,4,413.7120320689146
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,4,1,4,7646.683503204444
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,1,0,3,5625.175105080647
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,3,6,4,1656.8873113482196
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,5,4,2,771.9611439558566
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,2,4,2,7819.0521073044865
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,3,5,2,630.0065701257727
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,5,4,2,865.5732147045492
1858,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,6,4,2,1401.8162706480489
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,3,5,4,338.44249251514975
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,2,0,4,14940.921627846614
1861,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,3,3,4,1610.0341076733162
1862,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,5,4,4,1381.2184098709686
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,3,5,4,1519.5419783420602
1864,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,3,4,2,10419.634234048746
1865,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,6,3,4,1197.8269946807345
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,2,6,2,5911.7686656549395
1867,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,4,1,4,2886.6418319150785
1868,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,4,3,4,399.61036543309365
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,1,5,4,5434.378362424016
1870,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,6,3,2,816.5692135074087
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,2,4,3,-72.27969584758648
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,2,1,2,-1528.3761157928275
1873,1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,4,4,2,6163.381160582787
1874,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,2,4,3,6380.854697260875
1875,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,4,4,4,4028.660455172693
1876,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,5,3,4,819.5636180111542
1877,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,1,2,1,3867.4407945710336
1878,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,1,1,0,3507.632480576212
1879,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,3,1,4,1294.2452179696093
1880,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,2,6,4,1864.1600384996177
1881,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,4,3,2,643.271344294456
1882,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,2,6,3,7087.533803861583
1883,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,7,3,4,2236.693328433552
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,2,5,1,10688.074264377663
1885,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,2,1,3,53.29136696338355
1886,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,3,3,3,6781.040069492573
1887,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,5,3,2,449.24292683113526
1888,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,4,5,4,792.3979567951274
1889,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,2,6,2,3755.5175654678355
1890,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,1,4,3,14970.573550292205
1891,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,2,0,4,1068.1509221661522
1892,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,3,5,3,3439.5081096847625
1893,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,7,5,4,2570.567390027536
1894,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,2,3,3,-635.286221355087
1895,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,1,6,2,3759.457053848465
1896,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,2,4,4,190.27482834206785
1897,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,2,3,4,5251.312549784641
1898,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,3,1,2,444.73888684957
1899,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,2,2,0,4023.881530929244
1900,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,3,4,3,1778.0017804059735
1901,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,4,3,4,935.1463031514359
1902,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,4,2,4,9529.493574850243
1903,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,6,5,2,2710.0410026156605
1904,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,5,3,4,2317.8319974092583
1905,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,6,4,2,3541.7689408986707
1906,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,2,3,4,5145.514931296915
1907,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,2,2,4,1049.2876351509858
1908,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,1,1,2,8393.30369585356
1909,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,3,6,2,2177.0075619673626
1910,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,2,6,4,748.6958886017978
1911,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,3,5,3,3366.6142855349026
1912,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,7,2,4,1841.0993703463491
1913,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,3,4,2,-250.42612492333774
1914,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3,5,2,3521.5088653686553
1915,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,3,4,3,5871.835372785597
1916,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,5,5,4,1168.2140851354043
1917,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,6,5,4,6917.617434111215
1918,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4,2,4,4780.339113515841
1919,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,6,2,3,1094.3210183217402
1920,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,2,2,4,6643.168882972997
1921,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,4,3,3,5984.258124100617
1922,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,1,0,3,7985.765004311188
1923,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,3,4,3,10321.134097148457
1924,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,1,6,4,3184.5718887501876
1925,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,6,5,4,4289.608571960325
1926,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,1,6,3,16029.967089550202
